school_type, lga_id, address_postcode,school_name, postal_address_line_1, school_status, postal_address_line_2, postal_town, address_state, postal_postcode, lga_name, address_line_1, address_line_2, postal_state, school_no,longitude, address_town, education_sector, full_phone_no,latitude, entity_type
Pri/Sec,161,3805,Heritage College,PO Box 293,O,null,BERWICK,VIC,3806,Casey (C),333 Centre Road,null,VIC,1511,145.31651,NARRE WARREN SOUTH,Independent,03 9796 0100,-38.05022,2
Primary,506,3040,Resurrection House,6 Aberfeldie Street,O,null,ESSENDON,VIC,3040,Moonee Valley (C),6 Aberfeldie Street,null,VIC,1513,144.9052,ESSENDON,Catholic,03 9337 0084,-37.75665,2
Pri/Sec,231,3185,Adass Israel School,PO Box 23,O,null,ELSTERNWICK,VIC,3185,Glen Eira (C),10-12 King Street,null,VIC,1515,145.0082,ELSTERNWICK,Independent,03 9523 6422,-37.8839,2
Primary,189,3071,Holy Spirit School,197 Clarendon Street,O,null,THORNBURY EAST,VIC,3071,Darebin (C),197 Clarendon Street,null,VIC,1516,145.01619,THORNBURY EAST,Catholic,03 9480 0391,-37.76085,2
Special,91,3188,Larmenier,453 Bluff Road,O,null,HAMPTON,VIC,3188,Bayside (C),453 Bluff Road,null,VIC,1519,145.02306,HAMPTON,Catholic,03 9521 8511,-37.9383,2
Primary,118,3021,Sacred Heart School,PO Box 252,O,null,ST ALBANS,VIC,3021,Brimbank (C),Winifred Street,null,VIC,1521,144.80005,ST ALBANS,Catholic,03 9366 0266,-37.73769,2
Primary,698,3130,St Thomas The Apostle School,PO Box 395,O,null,BLACKBURN,VIC,3130,Whitehorse (C),67 Central Road,null,VIC,1522,145.15742,BLACKBURN,Catholic,03 9878 8268,-37.82325,2
Primary,66,3081,St Pius X School,431 Waterdale Road,O,null,HEIDELBERG WEST,VIC,3081,Banyule (C),431 Waterdale Road,null,VIC,1526,145.0463,HEIDELBERG WEST,Catholic,03 9457 3776,-37.74692,2
Primary,311,3015,St Margaret Mary's School,181 Hudsons Road,O,null,SPOTSWOOD,VIC,3015,Hobsons Bay (C),181 Hudsons Road,null,VIC,1527,144.87773,SPOTSWOOD,Catholic,03 9391 3118,-37.82908,2
Primary,497,3148,St Mary Magdalen's School,20 Bolwarra Street,O,null,CHADSTONE,VIC,3148,Monash (C),20 Bolwarra Street,null,VIC,1529,145.1012,CHADSTONE,Catholic,03 9807 0315,-37.87978,2
Primary,267,3174,St Anthony's School,90 Buckley Street,O,null,NOBLE PARK,VIC,3174,Greater Dandenong (C),90 Buckley Street,null,VIC,1530,145.17242,NOBLE PARK,Catholic,03 9546 0044,-37.97171,2
Primary,497,3168,St Peter's School,16 Mary Street,O,null,CLAYTON,VIC,3168,Monash (C),16 Mary Street,null,VIC,1531,145.12186,CLAYTON,Catholic,03 9544 3032,-37.92314,2
Pri/Sec,231,3183,Yeshivah College,88 Hotham Street,O,null,ST KILDA EAST,VIC,3183,Glen Eira (C),88 Hotham Street,null,VIC,1533,145.00034,ST KILDA EAST,Independent,03 9522 8222,-37.86812,2
Primary,506,3042,St John Bosco's School,29 Muriel Street,O,null,NIDDRIE,VIC,3042,Moonee Valley (C),6 Teague Street,null,VIC,1534,144.88902,NIDDRIE,Catholic,03 9337 2314,-37.74366,2
Primary,66,3088,St Mary's School,210 Grimshaw Street,O,null,GREENSBOROUGH,VIC,3088,Banyule (C),210 Grimshaw Street,null,VIC,1539,145.09264,GREENSBOROUGH,Catholic,03 9433 4000,-37.70285,2
Primary,118,3022,Mother of God School,67 Blanche Street,O,null,ARDEER,VIC,3022,Brimbank (C),67 Blanche Street,null,VIC,1541,144.80081,ARDEER,Catholic,03 9363 1734,-37.77941,2
Primary,118,3023,St Peter Chanel School,848 Ballarat Road,O,null,DEER PARK,VIC,3023,Brimbank (C),848 Ballarat Road,null,VIC,1542,144.76927,DEER PARK,Catholic,03 9363 1586,-37.76853,2
Primary,433,3019,Christ the King Primary School,28 Riley Court,O,null,BRAYBROOK,VIC,3019,Maribyrnong (C),28 Riley Court,null,VIC,1543,144.86195,BRAYBROOK,Catholic,03 9311 7387,-37.78761,2
Primary,525,3046,Corpus Christi School,13-21 Widford Street,O,null,GLENROY,VIC,3046,Moreland (C),13-21 Widford Street,null,VIC,1545,144.9228,GLENROY,Catholic,03 9306 3062,-37.70389,2
Secondary,267,3171,Killester College,433 Springvale Road,O,null,SPRINGVALE,VIC,3171,Greater Dandenong (C),433 Springvale Road,null,VIC,1547,145.15202,SPRINGVALE,Catholic,03 9547 5000,-37.95907,2
Primary,118,3020,St Paul's School,Links Street,O,null,SUNSHINE WEST,VIC,3020,Brimbank (C),Links Street,null,VIC,1549,144.80753,SUNSHINE WEST,Catholic,03 9363 1568,-37.78753,2
Primary,91,3193,Stella Maris School,113 Oak Street,O,null,BEAUMARIS,VIC,3193,Bayside (C),113 Oak Street,null,VIC,1554,145.04105,BEAUMARIS,Catholic,03 9589 2641,-37.98199,2
Primary,118,3020,St Bernadette's School,2 Willey Street,O,null,SUNSHINE NORTH,VIC,3020,Brimbank (C),2 Willey Street,null,VIC,1556,144.83528,SUNSHINE NORTH,Catholic,03 9311 8872,-37.77116,2
Special,111,3122,Rossbourne School,131 Power Street,O,null,HAWTHORN,VIC,3122,Boroondara (C),131 Power Street,null,VIC,1559,145.02655,HAWTHORN,Independent,03 9819 4611,-37.82304,2
Pri/Sec,231,3183,Beth Rivkah Ladies College,14-20 Balaclava Road,O,null,ST KILDA EAST,VIC,3183,Glen Eira (C),14-20 Balaclava Road,null,VIC,1561,145.00084,ST KILDA EAST,Independent,03 9522 8227,-37.86928,2
Primary,433,3032,St Margaret's Primary School,67 The Esplanade,O,null,MARIBYRNONG,VIC,3032,Maribyrnong (C),67 The Esplanade,null,VIC,1563,144.89104,MARIBYRNONG,Catholic,03 9318 1339,-37.7669,2
Primary,497,3149,Holy Family School,250 Stephensons Road,O,null,MOUNT WAVERLEY,VIC,3149,Monash (C),250 Stephensons Road,null,VIC,1565,145.12962,MOUNT WAVERLEY,Catholic,03 9807 3300,-37.87426,2
Primary,267,3175,St Gerard's School,71 Gladstone Road,O,null,DANDENONG NORTH,VIC,3175,Greater Dandenong (C),71 Gladstone Road,null,VIC,1566,145.20583,DANDENONG NORTH,Catholic,03 9791 7553,-37.97133,2
Primary,698,3127,Our Lady of Perpetual Succour School,31 Erasmus Street,O,null,SURREY HILLS,VIC,3127,Whitehorse (C),31 Erasmus Street,null,VIC,1569,145.11139,SURREY HILLS,Catholic,03 9898 7655,-37.83006,2
Primary,343,3189,St Catherine's School,14-28 Fletcher Street,O,null,MOORABBIN,VIC,3189,Kingston (C),14-28 Fletcher Street,null,VIC,1570,145.05217,MOORABBIN,Catholic,03 9555 7200,-37.93822,2
Secondary,497,3166,Sacred Heart Girls' College,PO Box 228,O,null,OAKLEIGH,VIC,3166,Monash (C),113 Warrigal Road,null,VIC,1571,145.08607,HUGHESDALE,Catholic,03 9568 5488,-37.90216,2
Primary,745,3797,St Joseph's School,PO Box 42A,O,null,YARRA JUNCTION,VIC,3797,Yarra Ranges (S),40 Milners Road,null,VIC,1579,145.6168,YARRA JUNCTION,Catholic,03 5967 1183,-37.79217,2
Primary,189,3073,St Stephen's School,71 Whitelaw Street,O,null,RESERVOIR EAST,VIC,3073,Darebin (C),71 Whitelaw Street,null,VIC,1580,145.0192,RESERVOIR EAST,Catholic,03 9460 3566,-37.71157,2
Primary,66,3084,St Martin of Tours School,PO Box 430,O,null,ROSANNA,VIC,3084,Banyule (C),2-12 Silk Street,null,VIC,1582,145.07698,ROSANNA,Catholic,03 9459 0902,-37.73518,2
Primary,497,3166,Christ Our Holy Redeemer School,43 Ferntree Gully Road,O,null,OAKLEIGH EAST,VIC,3166,Monash (C),43 Ferntree Gully Road,null,VIC,1584,145.10574,OAKLEIGH EAST,Catholic,03 9569 8966,-37.89616,2
Primary,506,3040,Our Lady of the Nativity School,29 Fawkner Street,O,null,ABERFELDIE,VIC,3040,Moonee Valley (C),29 Fawkner Street,null,VIC,1585,144.89658,ABERFELDIE,Catholic,03 9337 4204,-37.75635,2
Secondary,267,3175,St John's Regional College,Private Bag 5040 MDC,O,null,DANDENONG,VIC,3175,Greater Dandenong (C),5-11 Caroline Street,null,VIC,1588,145.22626,DANDENONG,Catholic,03 9791 3366,-37.99023,2
Secondary,698,3133,Emmaus College,503 Springvale Road,O,null,VERMONT SOUTH,VIC,3133,Whitehorse (C),503 Springvale Road,null,VIC,1592,145.1741,VERMONT SOUTH,Catholic,03 9845 3211,-37.84779,2
Primary,327,3047,St Dominic's School,PO Box 274,O,null,BROADMEADOWS,VIC,3047,Hume (C),408 Camp Road,null,VIC,1593,144.9237,BROADMEADOWS,Catholic,03 9309 4146,-37.68506,2
Primary,111,3104,St Bridget's School,36 Sweyn Street,O,null,BALWYN NORTH,VIC,3104,Boroondara (C),36 Sweyn Street,null,VIC,1595,145.10326,BALWYN NORTH,Catholic,03 9857 6394,-37.79592,2
Primary,497,3150,St Leonard's School,349 Springvale Road,O,null,GLEN WAVERLEY,VIC,3150,Monash (C),349 Springvale Road,null,VIC,1596,145.1639,GLEN WAVERLEY,Catholic,03 9560 8491,-37.8868,2
Primary,698,3125,St Scholastica's School,4 Starling Street,O,null,BENNETTSWOOD,VIC,3125,Whitehorse (C),4 Starling Street,null,VIC,1598,145.12592,BENNETTSWOOD,Catholic,03 9808 7279,-37.85165,2
Primary,497,3150,St Christopher's School,Doon Avenue,O,null,GLEN WAVERLEY,VIC,3150,Monash (C),Doon Avenue,null,VIC,1600,145.1502,GLEN WAVERLEY,Catholic,03 9803 0011,-37.8711,2
Primary,343,3195,St John Vianney's School,Brisbane Terrace,O,null,PARKDALE EAST,VIC,3195,Kingston (C),Brisbane Terrace,null,VIC,1602,145.09248,PARKDALE EAST,Catholic,03 9580 5812,-37.99047,2
Primary,421,3109,Ss Peter & Paul's School,16 Beverley Street,O,null,DONCASTER EAST,VIC,3109,Manningham (C),16 Beverley Street,null,VIC,1604,145.1534,DONCASTER EAST,Catholic,03 9842 2056,-37.79055,2
Primary,161,3177,Holy Family School,PO Box 34,O,null,DOVETON,VIC,3177,Casey (C),100 Power Road,null,VIC,1607,145.23863,DOVETON,Catholic,03 9791 1853,-37.9905,2
Secondary,441,3134,Aquinas College,PO Box 190,O,null,RINGWOOD,VIC,3134,Maroondah (C),46 Great Ryrie Street,null,VIC,1608,145.23494,RINGWOOD,Catholic,03 9259 3000,-37.82306,2
Pri/Sec,231,3185,Leibler Yavneh College,PO Box 164,O,null,CAULFIELD SOUTH,VIC,3162,Glen Eira (C),2 Nagle Avenue,null,VIC,1609,145.00664,ELSTERNWICK,Independent,03 9528 4911,-37.89287,2
Pri/Sec,534,3930,The Peninsula School,Private Bag No 3,O,null,MT ELIZA,VIC,3930,Mornington Peninsula (S),20 Wooralla Drive,null,VIC,1610,145.09068,MT ELIZA,Independent,03 9788 7777,-38.19817,2
Primary,525,3060,St Matthew's School,95 William Street,O,null,FAWKNER NORTH,VIC,3060,Moreland (C),95 William Street,null,VIC,1612,144.96796,FAWKNER NORTH,Catholic,03 9359 5423,-37.69816,2
Primary,497,3170,St John Vianney's School,23 Police Road,O,null,MULGRAVE,VIC,3170,Monash (C),23 Police Road,null,VIC,1613,145.15956,MULGRAVE,Catholic,03 9546 4161,-37.93272,2
Primary,707,3075,St Luke's School,1A David Street,O,null,LALOR,VIC,3075,Whittlesea (C),1A David Street,null,VIC,1615,145.01883,LALOR,Catholic,03 9465 2099,-37.67237,2
Primary,525,3046,St Francis de Sales School,PO Box 2109,O,null,OAK PARK,VIC,3046,Moreland (C),626 Pascoe Vale Road,null,VIC,1616,144.92108,OAK PARK,Catholic,03 9306 9444,-37.71885,2
Primary,745,3160,St Thomas More's School,PO Box 21,O,null,BELGRAVE,VIC,3160,Yarra Ranges (S),Reynold's Lane,null,VIC,1618,145.35268,BELGRAVE,Catholic,03 9754 4444,-37.90841,2
Primary,506,3042,St Christopher's School,34 Roberts Road,O,null,AIRPORT WEST,VIC,3042,Moonee Valley (C),34 Roberts Road,null,VIC,1620,144.88025,AIRPORT WEST,Catholic,03 9338 3591,-37.72501,2
Primary,571,3089,Sacred Heart School,25 Gipson Street,O,null,DIAMOND CREEK,VIC,3089,Nillumbik (S),25 Gipson Street,null,VIC,1623,145.15878,DIAMOND CREEK,Catholic,03 9438 1590,-37.67215,2
Primary,161,3806,St Michael's School,PO Box 424,O,null,BERWICK,VIC,3806,Casey (C),16 Scanlan Street,null,VIC,1624,145.35358,BERWICK,Catholic,03 9707 1600,-38.03382,2
Secondary,506,3040,Ave Maria College,14-22 Vida Street,O,null,ABERFELDIE,VIC,3040,Moonee Valley (C),14-22 Vida Street,null,VIC,1625,144.89796,ABERFELDIE,Catholic,03 9331 9300,-37.75662,2
Pri/Sec,111,3122,Bialik College,PO Box 422,O,null,HAWTHORN,VIC,3122,Boroondara (C),429 Auburn Road,null,VIC,1626,145.04337,HAWTHORN EAST,Independent,03 9822 7981,-37.84227,2
Primary,189,3083,Our Lady of the Way School,PO Box 159,O,null,KINGSBURY,VIC,3083,Darebin (C),11-13 Green Avenue,null,VIC,1627,145.03552,KINGSBURY,Catholic,03 9460 6684,-37.71526,2
Primary,698,3130,St Luke the Evangelist School,PO Box 45,O,null,BLACKBURN SOUTH,VIC,3130,Whitehorse (C),46 Orchard Grove,null,VIC,1628,145.14671,BLACKBURN SOUTH,Catholic,03 9877 4023,-37.83555,2
Secondary,441,3136,Luther College,Plymouth Rd,O,null,CROYDON HILLS,VIC,3136,Maroondah (C),Plymouth Rd,null,VIC,1633,145.2729,CROYDON HILLS,Independent,03 9724 2000,-37.78296,2
Secondary,118,3020,Marian College,196 Glengala Road,O,null,SUNSHINE WEST,VIC,3020,Brimbank (C),196 Glengala Road,null,VIC,1634,144.80614,SUNSHINE WEST,Catholic,03 9363 1711,-37.78773,2
Secondary,311,3018,Mount St Joseph Girls' College,PO Box 139,O,null,ALTONA NORTH,VIC,3025,Hobsons Bay (C),133 Maidstone Street,null,VIC,1635,144.81168,ALTONA,Catholic,03 8398 2000,-37.8639,2
Primary,66,3079,Mother of God School,66 Wilfred Road,O,null,IVANHOE EAST,VIC,3079,Banyule (C),66 Wilfred Road,null,VIC,1637,145.05878,IVANHOE EAST,Catholic,03 9497 1094,-37.7738,2
Primary,421,3105,St Clement of Rome School,9 Egan Drive,O,null,BULLEEN,VIC,3105,Manningham (C),9 Egan Drive,null,VIC,1640,145.09033,BULLEEN,Catholic,03 9850 1216,-37.7673,2
Primary,367,3155,St Joseph's Primary School,PO Box 505,O,null,BORONIA,VIC,3155,Knox (C),212 Boronia Road,null,VIC,1641,145.27481,BORONIA,Catholic,03 9762 3275,-37.86271,2
Secondary,745,3160,Mater Christi College,28 Bayview Road,O,null,BELGRAVE,VIC,3160,Yarra Ranges (S),28 Bayview Road,null,VIC,1644,145.35889,BELGRAVE,Catholic,03 9754 6611,-37.91064,2
Primary,367,3153,Our Lady of Lourdes School,23 Orange Grove,O,null,BAYSWATER,VIC,3153,Knox (C),23 Orange Grove,null,VIC,1645,145.26576,BAYSWATER,Catholic,03 9729 3411,-37.84898,2
Secondary,367,3156,St Joseph's College,5 Brenock Park Drive,O,null,FERNTREE GULLY,VIC,3156,Knox (C),5 Brenock Park Drive,null,VIC,1646,145.29509,FERNTREE GULLY,Catholic,03 9758 2000,-37.89049,2
Special,111,3101,St Paul's College,Locked Bag 20,O,null,KEW,VIC,3101,Boroondara (C),3-13 Fernhurst Grove,null,VIC,1647,145.02695,KEW,Catholic,03 9855 7700,-37.80623,2
Primary,311,3012,Annunciation School,PO Box 431,O,null,ALTONA NORTH,VIC,3025,Hobsons Bay (C),4-14 Nolan Avenue,null,VIC,1648,144.84796,BROOKLYN,Catholic,03 9314 6271,-37.82099,2
Primary,343,3195,St Louis de Montfort's School,37 Dolphin Street,O,null,ASPENDALE,VIC,3195,Kingston (C),37 Dolphin Street,null,VIC,1649,145.10226,ASPENDALE,Catholic,03 9580 5169,-38.01813,2
Primary,525,3046,St Thomas More's School,30 Angus Street,O,null,HADFIELD,VIC,3046,Moreland (C),30 Angus Street,null,VIC,1650,144.94495,HADFIELD,Catholic,03 9306 6225,-37.70729,2
Secondary,497,3149,Avila College,35 Charles Street,O,null,MOUNT WAVERLEY,VIC,3149,Monash (C),35 Charles Street,null,VIC,1651,145.13326,MOUNT WAVERLEY,Catholic,03 9831 9600,-37.87467,2
Primary,698,3130,St Philip's School,60 Junction Road,O,null,BLACKBURN NORTH,VIC,3130,Whitehorse (C),60 Junction Road,null,VIC,1652,145.1666,BLACKBURN NORTH,Catholic,03 9878 6501,-37.80764,2
Primary,327,3047,Holy Child School,PO Box 399,O,null,DALLAS,VIC,3047,Hume (C),227 Blair Street,null,VIC,1653,144.93198,DALLAS,Catholic,03 9309 1620,-37.66574,2
Secondary,311,3025,Emmanuel College,PO Box 5,O,null,ALTONA NORTH,VIC,3025,Hobsons Bay (C),423 Blackshaws Road,null,VIC,1654,144.84239,ALTONA NORTH,Catholic,03 8325 5100,-37.83162,2
Primary,745,3138,St Peter Julian Eymard,PO Box 152,O,null,MOOROOLBARK,VIC,3138,Yarra Ranges (S),Reay Road,null,VIC,1655,145.3175,MOOROOLBARK,Catholic,03 9725 0595,-37.78791,2
Primary,707,3083,St Damian's School,PO Box 63,O,null,BUNDOORA,VIC,3083,Whittlesea (C),5 Settlement Road,null,VIC,1656,145.05722,BUNDOORA,Catholic,03 9467 8566,-37.69849,2
Secondary,707,3076,St Monica's College,PO Box 11,O,null,EPPING,VIC,3076,Whittlesea (C),16 Davisson Street,null,VIC,1657,145.03027,EPPING,Catholic,03 9409 8800,-37.65071,2
Pri/Sec,441,3134,Yarra Valley Grammar,Kalinda Road,O,null,RINGWOOD,VIC,3134,Maroondah (C),Kalinda Road,null,VIC,1658,145.25816,RINGWOOD,Independent,03 9262 7777,-37.7837,2
Secondary,525,3058,Mercy College,760 Sydney Road,O,null,COBURG,VIC,3058,Moreland (C),760 Sydney Road,null,VIC,1661,144.96455,COBURG,Catholic,03 9319 9299,-37.7304,2
Primary,698,3133,St Timothy's School,21 Stevens Road,O,null,VERMONT,VIC,3133,Whitehorse (C),21 Stevens Road,null,VIC,1663,145.18365,VERMONT,Catholic,03 9878 4188,-37.84039,2
Primary,534,3931,St Macartan's School,PO Box 1126,O,null,MORNINGTON,VIC,3931,Mornington Peninsula (S),97 Bungower Road,null,VIC,1665,145.07047,MORNINGTON,Catholic,03 5973 4550,-38.22321,2
Primary,217,3199,St John's School,Jayne Street,O,null,FRANKSTON EAST,VIC,3199,Frankston (C),Jayne Street,null,VIC,1667,145.1481,FRANKSTON EAST,Catholic,03 9789 9794,-38.14582,2
Special,367,3152,St Mary's College for Hearing Impaired Students,10 Riddell Road,O,null,WANTIRNA SOUTH,VIC,3152,Knox (C),10 Riddell Road,null,VIC,1669,145.24278,WANTIRNA SOUTH,Catholic,03 9800 2733,-37.8779,2
Secondary,217,3199,John Paul College,PO Box 3105,O,null,FRANKSTON EAST,VIC,3199,Frankston (C),165 Mc Mahons Road,null,VIC,1670,145.13887,FRANKSTON,Catholic,03 9784 0200,-38.13557,2
Primary,217,3198,St Anne's School,PO Box 2059,O,null,SEAFORD,VIC,3198,Frankston (C),86-94 Austin Road,null,VIC,1671,145.14095,SEAFORD,Catholic,03 9786 4736,-38.1066,2
Secondary,497,3170,Mazenod College,PO Box 286,O,null,MULGRAVE,VIC,3170,Monash (C),Kernot Ave,null,VIC,1673,145.16614,MULGRAVE,Catholic,03 9560 0911,-37.9152,2
Primary,506,3034,St Martin de Porres School,158 Military Road,O,null,AVONDALE HEIGHTS,VIC,3034,Moonee Valley (C),158 Military Road,null,VIC,1674,144.86162,AVONDALE HEIGHTS,Catholic,03 9331 9000,-37.75847,2
Primary,421,3108,St Gregory the Great School,396 Manningham Road,O,null,DONCASTER,VIC,3108,Manningham (C),396 Manningham Road,null,VIC,1678,145.12228,DONCASTER,Catholic,03 9848 4483,-37.7806,2
Pri/Sec,161,3802,Maranatha Christian School,104-108 Reema Boulevard,O,null,ENDEAVOUR HILLS,VIC,3802,Casey (C),104-108 Reema Boulevard,null,VIC,1679,145.27803,ENDEAVOUR HILLS,Independent,03 9709 7209,-37.97092,2
Primary,421,3107,St Kevin's School,PO Box 985,O,null,TEMPLESTOWE,VIC,3106,Manningham (C),26-44 Herlihys Road,null,VIC,1680,145.12286,TEMPLESTOWE LOWER,Catholic,03 9850 4609,-37.76127,2
Primary,698,3133,St James' School,51 Centre Road,O,null,VERMONT,VIC,3133,Whitehorse (C),51 Centre Road,null,VIC,1681,145.20969,VERMONT,Catholic,03 9874 1830,-37.83675,2
Primary,497,3150,Good Shepherd School,30 Academy Avenue,O,null,WHEELERS HILL,VIC,3150,Monash (C),30 Academy Avenue,null,VIC,1682,145.16605,WHEELERS HILL,Catholic,03 9562 0229,-37.90812,2
Secondary,726,3030,MacKillop Catholic Regional College,PO Box 522,O,null,WERRIBEE,VIC,3030,Wyndham (C),1 Russell Street,null,VIC,1684,144.6651,WERRIBEE,Catholic,03 8734 5200,-37.9095,2
Secondary,231,3165,St James'  College,PO Box 77,O,null,BENTLEIGH EAST,VIC,3165,Glen Eira (C),156 Bignell Road,null,VIC,1685,145.07137,BENTLEIGH EAST,Catholic,03 9575 8100,-37.92647,2
Primary,311,3025,St Leo the Great School,PO Box 145,O,null,ALTONA NORTH,VIC,3025,Hobsons Bay (C),315 Mason Street,null,VIC,1690,144.85168,ALTONA NORTH,Catholic,03 9391 5522,-37.83922,2
Primary,506,3033,St Peter's School,PO Box 116,O,null,KEILOR EAST,VIC,3033,Moonee Valley (C),2A Parkside Avenue,null,VIC,1692,144.85942,KEILOR EAST,Catholic,03 9337 4111,-37.74424,2
Primary,311,3028,St Martin de Porres School,PO Box 153,O,null,LAVERTON,VIC,3028,Hobsons Bay (C),13-25 Bellin Street,null,VIC,1696,144.77698,LAVERTON,Catholic,03 9369 1070,-37.85378,2
Primary,367,3179,St Jude the Apostle School,53 George Street,O,null,SCORESBY,VIC,3179,Knox (C),53 George Street,null,VIC,1697,145.22597,SCORESBY,Catholic,03 9763 7703,-37.88984,2
Pri/Sec,745,3796,Mount Evelyn Christian School/Ranges TEC,135 York Road,O,null,MOUNT EVELYN,VIC,3796,Yarra Ranges (S),135 York Road,null,VIC,1701,145.3671,MOUNT EVELYN,Independent,03 9738 6000,-37.79883,2
Pri/Sec,441,3134,Melbourne Rudolf Steiner School,213 Wonga Road,O,null,WARRANWOOD,VIC,3134,Maroondah (C),213 Wonga Road,null,VIC,1706,145.24881,WARRANWOOD,Independent,03 9876 2633,-37.77722,2
Primary,343,3172,St Mark's School,4-6 Dimar Court,O,null,DINGLEY,VIC,3172,Kingston (C),4-6 Dimar Court,null,VIC,1710,145.12956,DINGLEY,Catholic,03 9551 1150,-37.98666,2
Special,635,3145,The Currajong School,PO Box 8,O,null,DARLING SOUTH,VIC,3145,Stonnington (C),90 Darling Road,null,VIC,1711,145.05995,MALVERN EAST,Independent,03 9571 7869,-37.87595,2
Secondary,698,3131,Nunawading Christian College-Secondary,PO Box 216,O,null,NUNAWADING,VIC,3131,Whitehorse (C),161 Central Rd,null,VIC,1712,145.16902,NUNAWADING,Independent,03 9877 3555,-37.82255,2
Pri/Sec,571,3095,Eltham College,PO Box 40,O,null,ELTHAM,VIC,3095,Nillumbik (S),1660 Main Road,null,VIC,1714,145.19223,RESEARCH,Independent,03 9437 1421,-37.70044,2
Primary,118,3021,Holy Eucharist School,1A Oleander Drive,O,null,ST ALBANS SOUTH,VIC,3021,Brimbank (C),1A Oleander Drive,null,VIC,1715,144.81142,ST ALBANS SOUTH,Catholic,03 8312 0900,-37.75644,2
Primary,571,3099,Learning Co-Operative School,PO Box 140,O,null,HURSTBRIDGE,VIC,3099,Nillumbik (S),10 Laceys Road,null,VIC,1721,145.21333,HURSTBRIDGE,Independent,03 9718 1481,-37.62939,2
Primary,726,3029,St Peter Apostle School,16-38 Guinane Avenue,O,null,HOPPERS CROSSING,VIC,3029,Wyndham (C),16-38 Guinane Avenue,null,VIC,1722,144.6903,HOPPERS CROSSING,Catholic,03 9749 1055,-37.87464,2
Pri/Sec,421,3111,Donvale Christian College,155 Tindals Road,O,null,DONVALE,VIC,3111,Manningham (C),155 Tindals Road,null,VIC,1724,145.19345,DONVALE,Independent,03 9844 2471,-37.77403,2
Special,698,3129,Berengarra School,PO Box 356,O,null,KERRIMUIR,VIC,3129,Whitehorse (C),43 Harrison Street,null,VIC,1728,145.13214,BOX HILL NORTH,Independent,03 9898 9167,-37.80388,2
Primary,231,3185,Sholem Aleichem College,11 Sinclair St,O,null,ELSTERNWICK,VIC,3185,Glen Eira (C),11 Sinclair St,null,VIC,1729,145.0012,ELSTERNWICK,Independent,03 8527 3000,-37.88229,2
Primary,707,3074,St John XXIII Primary School,Regal Avenue,O,null,THOMASTOWN EAST,VIC,3074,Whittlesea (C),Regal Avenue,null,VIC,1733,145.0392,THOMASTOWN EAST,Catholic,03 9465 6066,-37.67842,2
Primary,327,3043,School of the Good Shepherd,PO Box 2400,O,null,GLADSTONE PARK,VIC,3043,Hume (C),88 South Circular Road,null,VIC,1735,144.88947,GLADSTONE PARK,Catholic,03 9338 7686,-37.69303,2
Primary,161,3977,St Agatha's School,PO Box 35,O,null,CRANBOURNE,VIC,3977,Casey (C),Scott Street,null,VIC,1736,145.27885,CRANBOURNE,Catholic,03 5996 2724,-38.11164,2
Primary,267,3173,Resurrection School,402 Corrigan Road,O,null,KEYSBOROUGH,VIC,3173,Greater Dandenong (C),402 Corrigan Road,null,VIC,1737,145.16293,KEYSBOROUGH,Catholic,03 9798 4126,-37.98994,2
Primary,465,3337,St Dominic's School,PO Box 298,O,null,MELTON,VIC,3337,Melton (C),Church Street,null,VIC,1739,144.58464,MELTON,Catholic,03 9743 6225,-37.68092,2
Pri/Sec,465,3037,Gilson College,450 Taylors Road,O,null,TAYLORS HILL,VIC,3037,Melton (C),450 Taylors Road,null,VIC,1742,144.76315,TAYLORS HILL,Independent,03 9365 9365,-37.7246,2
Special,497,3150,Cheshire School,Post Office Box 4190,O,null,MULGRAVE,VIC,3170,Monash (C),583 Ferntree Gully Road,null,VIC,1743,145.1581,GLEN WAVERLEY,Independent,03 8562 5100,-37.90284,2
Primary,441,3134,Holy Spirit School,120 Oban Road,O,null,RINGWOOD NORTH,VIC,3134,Maroondah (C),120 Oban Road,null,VIC,1747,145.23692,RINGWOOD NORTH,Catholic,03 9876 1103,-37.79323,2
Primary,698,3133,Holy Saviour Parish School,765 Highbury Road,O,null,VERMONT SOUTH,VIC,3133,Whitehorse (C),765 Highbury Road,null,VIC,1751,145.17503,VERMONT SOUTH,Catholic,03 9803 6828,-37.86234,2
Primary,707,3074,St Clare's School,Harbard Street,O,null,THOMASTOWN WEST,VIC,3074,Whittlesea (C),Harbard Street,null,VIC,1752,144.99773,THOMASTOWN WEST,Catholic,03 9465 8535,-37.67775,2
Primary,327,3429,St Anne's School,PO Box 264,O,null,SUNBURY,VIC,3429,Hume (C),16 Stewarts Lane,null,VIC,1758,144.71745,SUNBURY,Catholic,03 9744 3055,-37.56839,2
Primary,421,3111,Our Lady of the Pines School,77 Carbine Street,O,null,DONVALE,VIC,3111,Manningham (C),77 Carbine Street,null,VIC,1759,145.17722,DONVALE,Catholic,03 9842 2991,-37.77444,2
Primary,217,3910,St Jude's School,PO Box 4063,O,null,LANGWARRIN,VIC,3910,Frankston (C),30 Warrandyte Road,null,VIC,1760,145.19112,LANGWARRIN,Catholic,03 9789 7581,-38.15528,2
